LAUS Code,State FIPS Code,County FIPS Code,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%),County Name/State Abbreviation,State
CN3200300000000,32,3,2018,"1,098,114","1,045,471","52,643",4.8,Clark County, NV
CN3200500000000,32,5,2018,"22,882","21,889",993,4.3,Douglas County, NV
CN3200700000000,32,7,2018,"27,148","26,260",888,3.3,Elko County, NV
CN3200900000000,32,9,2018,433,412,21,4.8,Esmeralda County, NV
CN3201100000000,32,11,2018,"1,064","1,035",29,2.7,Eureka County, NV
CN3201300000000,32,13,2018,"8,170","7,894",276,3.4,Humboldt County, NV
CN3201500000000,32,15,2018,"3,151","3,034",117,3.7,Lander County, NV
CN3201700000000,32,17,2018,"2,088","1,995",93,4.5,Lincoln County, NV
CN3201900000000,32,19,2018,"22,467","21,255","1,212",5.4,Lyon County, NV
CN3202100000000,32,21,2018,"1,929","1,823",106,5.5,Mineral County, NV
CN3202300000000,32,23,2018,"16,801","15,841",960,5.7,Nye County, NV
CN3202700000000,32,27,2018,"2,586","2,480",106,4.1,Pershing County, NV
CN3202900000000,32,29,2018,"2,005","1,916",89,4.4,Storey County, NV
CN3203100000000,32,31,2018,"250,005","240,941","9,064",3.6,Washoe County, NV
CN3203300000000,32,33,2018,"4,604","4,434",170,3.7,White Pine County, NV
CN3251000000000,32,510,2018,"25,718","24,502","1,216",4.7,Carson City, NV
CN3600100000000,36,1,2018,"158,835","152,991","5,844",3.7,Albany County, NY
CN3600300000000,36,3,2018,"19,461","18,365","1,096",5.6,Allegany County, NY
CN3600500000000,36,5,2018,"605,864","571,545","34,319",5.7,Bronx County, NY
CN3600700000000,36,7,2018,"84,592","80,477","4,115",4.9,Broome County, NY
CN3600900000000,36,9,2018,"34,020","32,200","1,820",5.3,Cattaraugus County, NY
CN3601100000000,36,11,2018,"35,954","34,344","1,610",4.5,Cayuga County, NY
CN3601300000000,36,13,2018,"54,993","52,227","2,766",5,Chautauqua County, NY
CN3601500000000,36,15,2018,"35,373","33,724","1,649",4.7,Chemung County, NY
CN3601700000000,36,17,2018,"22,416","21,369","1,047",4.7,Chenango County, NY
CN3601900000000,36,19,2018,"36,428","34,831","1,597",4.4,Clinton County, NY
CN3602100000000,36,21,2018,"31,426","30,383","1,043",3.3,Columbia County, NY
CN3602300000000,36,23,2018,"22,927","21,762","1,165",5.1,Cortland County, NY
CN3602500000000,36,25,2018,"19,244","18,316",928,4.8,Delaware County, NY
CN3602700000000,36,27,2018,"143,934","138,629","5,305",3.7,Dutchess County, NY
CN3602900000000,36,29,2018,"443,446","423,872","19,574",4.4,Erie County, NY
CN3603100000000,36,31,2018,"17,078","16,244",834,4.9,Essex County, NY
CN3603300000000,36,33,2018,"19,647","18,633","1,014",5.2,Franklin County, NY
CN3603500000000,36,35,2018,"22,877","21,711","1,166",5.1,Fulton County, NY
CN3603700000000,36,37,2018,"29,796","28,551","1,245",4.2,Genesee County, NY
CN3603900000000,36,39,2018,"20,735","19,800",935,4.5,Greene County, NY
CN3604100000000,36,41,2018,"2,296","2,139",157,6.8,Hamilton County, NY
CN3604300000000,36,43,2018,"27,990","26,616","1,374",4.9,Herkimer County, NY
CN3604500000000,36,45,2018,"44,691","42,181","2,510",5.6,Jefferson County, NY
CN3604700000000,36,47,2018,"1,211,721","1,160,501","51,220",4.2,Kings County, NY
CN3604900000000,36,49,2018,"11,677","11,030",647,5.5,Lewis County, NY
CN3605100000000,36,51,2018,"30,827","29,494","1,333",4.3,Livingston County, NY
CN3605300000000,36,53,2018,"32,630","31,066","1,564",4.8,Madison County, NY
CN3605500000000,36,55,2018,"362,858","347,399","15,459",4.3,Monroe County, NY
CN3605700000000,36,57,2018,"22,436","21,281","1,155",5.1,Montgomery County, NY
CN3605900000000,36,59,2018,"707,875","682,848","25,027",3.5,Nassau County, NY
CN3606100000000,36,61,2018,"919,101","885,351","33,750",3.7,New York County, NY
CN3606300000000,36,63,2018,"99,138","93,941","5,197",5.2,Niagara County, NY
CN3606500000000,36,65,2018,"101,729","97,231","4,498",4.4,Oneida County, NY
CN3606700000000,36,67,2018,"220,771","211,945","8,826",4,Onondaga County, NY
CN3606900000000,36,69,2018,"55,149","52,977","2,172",3.9,Ontario County, NY
CN3607100000000,36,71,2018,"182,241","175,086","7,155",3.9,Orange County, NY
CN3607300000000,36,73,2018,"17,616","16,746",870,4.9,Orleans County, NY
CN3607500000000,36,75,2018,"52,824","49,932","2,892",5.5,Oswego County, NY
CN3607700000000,36,77,2018,"28,170","26,945","1,225",4.3,Otsego County, NY
CN3607900000000,36,79,2018,"51,085","49,199","1,886",3.7,Putnam County, NY
CN3608100000000,36,81,2018,"1,162,225","1,120,459","41,766",3.6,Queens County, NY
CN3608300000000,36,83,2018,"81,358","78,192","3,166",3.9,Rensselaer County, NY
CN3608500000000,36,85,2018,"220,621","211,509","9,112",4.1,Richmond County, NY
CN3608700000000,36,87,2018,"154,676","148,901","5,775",3.7,Rockland County, NY
CN3608900000000,36,89,2018,"43,515","41,067","2,448",5.6,St. Lawrence County, NY
CN3609100000000,36,91,2018,"118,982","114,795","4,187",3.5,Saratoga County, NY
CN3609300000000,36,93,2018,"76,303","73,240","3,063",4,Schenectady County, NY
CN3609500000000,36,95,2018,"14,774","14,062",712,4.8,Schoharie County, NY
CN3609700000000,36,97,2018,"8,268","7,845",423,5.1,Schuyler County, NY
CN3609900000000,36,99,2018,"16,087","15,465",622,3.9,Seneca County, NY
CN3610100000000,36,101,2018,"42,816","40,710","2,106",4.9,Steuben County, NY
CN3610300000000,36,103,2018,"777,784","747,832","29,952",3.9,Suffolk County, NY
CN3610500000000,36,105,2018,"35,947","34,475","1,472",4.1,Sullivan County, NY
CN3610700000000,36,107,2018,"22,772","21,773",999,4.4,Tioga County, NY
CN3610900000000,36,109,2018,"50,112","48,283","1,829",3.6,Tompkins County, NY
CN3611100000000,36,111,2018,"88,712","85,260","3,452",3.9,Ulster County, NY
CN3611300000000,36,113,2018,"31,709","30,236","1,473",4.6,Warren County, NY
CN3611500000000,36,115,2018,"28,164","26,999","1,165",4.1,Washington County, NY
CN3611700000000,36,117,2018,"43,877","42,054","1,823",4.2,Wayne County, NY
CN3611900000000,36,119,2018,"484,256","465,428","18,828",3.9,Westchester County, NY
CN3612100000000,36,121,2018,"18,093","17,255",838,4.6,Wyoming County, NY
CN3612300000000,36,123,2018,"11,783","11,336",447,3.8,Yates County, NY
CN3900100000000,39,1,2018,"10,851","10,084",767,7.1,Adams County, OH
CN3900300000000,39,3,2018,"47,855","45,708","2,147",4.5,Allen County, OH
CN3900500000000,39,5,2018,"26,004","24,813","1,191",4.6,Ashland County, OH
CN3900700000000,39,7,2018,"44,247","41,917","2,330",5.3,Ashtabula County, OH
CN3900900000000,39,9,2018,"27,741","26,141","1,600",5.8,Athens County, OH
CN3901100000000,39,11,2018,"24,540","23,730",810,3.3,Auglaize County, OH
CN3901300000000,39,13,2018,"30,588","28,914","1,674",5.5,Belmont County, OH
CN3901500000000,39,15,2018,"19,478","18,434","1,044",5.4,Brown County, OH
CN3901700000000,39,17,2018,"193,092","185,115","7,977",4.1,Butler County, OH
CN3901900000000,39,19,2018,"13,091","12,403",688,5.3,Carroll County, OH
CN3902100000000,39,21,2018,"19,762","19,003",759,3.8,Champaign County, OH
CN3902300000000,39,23,2018,"62,963","60,093","2,870",4.6,Clark County, OH
CN3902500000000,39,25,2018,"105,585","101,261","4,324",4.1,Clermont County, OH
CN3902700000000,39,27,2018,"17,507","16,587",920,5.3,Clinton County, OH
CN3902900000000,39,29,2018,"47,087","44,651","2,436",5.2,Columbiana County, OH
CN3903100000000,39,31,2018,"14,392","13,506",886,6.2,Coshocton County, OH
CN3903300000000,39,33,2018,"18,330","17,378",952,5.2,Crawford County, OH
CN3903500000000,39,35,2018,"612,216","580,166","32,050",5.2,Cuyahoga County, OH
CN3903700000000,39,37,2018,"25,814","24,803","1,011",3.9,Darke County, OH
CN3903900000000,39,39,2018,"18,126","17,325",801,4.4,Defiance County, OH
CN3904100000000,39,41,2018,"107,617","103,996","3,621",3.4,Delaware County, OH
CN3904300000000,39,43,2018,"37,757","35,641","2,116",5.6,Erie County, OH
CN3904500000000,39,45,2018,"77,307","74,179","3,128",4,Fairfield County, OH
CN3904700000000,39,47,2018,"14,079","13,497",582,4.1,Fayette County, OH
CN3904900000000,39,49,2018,"685,914","659,792","26,122",3.8,Franklin County, OH
CN3905100000000,39,51,2018,"22,228","21,247",981,4.4,Fulton County, OH
CN3905300000000,39,53,2018,"12,102","11,361",741,6.1,Gallia County, OH
CN3905500000000,39,55,2018,"48,790","46,676","2,114",4.3,Geauga County, OH
CN3905700000000,39,57,2018,"82,136","78,810","3,326",4,Greene County, OH
CN3905900000000,39,59,2018,"18,655","17,623","1,032",5.5,Guernsey County, OH
CN3906100000000,39,61,2018,"412,156","395,215","16,941",4.1,Hamilton County, OH
CN3906300000000,39,63,2018,"41,318","39,908","1,410",3.4,Hancock County, OH
CN3906500000000,39,65,2018,"14,002","13,391",611,4.4,Hardin County, OH
CN3906700000000,39,67,2018,"6,875","6,514",361,5.3,Harrison County, OH
CN3906900000000,39,69,2018,"13,272","12,617",655,4.9,Henry County, OH
CN3907100000000,39,71,2018,"17,038","16,093",945,5.5,Highland County, OH
CN3907300000000,39,73,2018,"13,112","12,449",663,5.1,Hocking County, OH
CN3907500000000,39,75,2018,"20,592","19,919",673,3.3,Holmes County, OH
CN3907700000000,39,77,2018,"27,814","26,173","1,641",5.9,Huron County, OH
CN3907900000000,39,79,2018,"12,727","11,892",835,6.6,Jackson County, OH
CN3908100000000,39,81,2018,"27,538","25,793","1,745",6.3,Jefferson County, OH
CN3908300000000,39,83,2018,"31,155","29,802","1,353",4.3,Knox County, OH
CN3908500000000,39,85,2018,"125,471","119,585","5,886",4.7,Lake County, OH
CN3908700000000,39,87,2018,"23,690","22,355","1,335",5.6,Lawrence County, OH
CN3908900000000,39,89,2018,"89,021","85,502","3,519",4,Licking County, OH
CN3909100000000,39,91,2018,"23,070","22,211",859,3.7,Logan County, OH
CN3909300000000,39,93,2018,"152,368","144,148","8,220",5.4,Lorain County, OH
CN3909500000000,39,95,2018,"209,136","198,144","10,992",5.3,Lucas County, OH
CN3909700000000,39,97,2018,"20,584","19,806",778,3.8,Madison County, OH
CN3909900000000,39,99,2018,"103,437","97,293","6,144",5.9,Mahoning County, OH
CN3910100000000,39,101,2018,"28,395","27,139","1,256",4.4,Marion County, OH
CN3910300000000,39,103,2018,"96,495","92,384","4,111",4.3,Medina County, OH
CN3910500000000,39,105,2018,"8,876","8,232",644,7.3,Meigs County, OH
CN3910700000000,39,107,2018,"23,528","22,879",649,2.8,Mercer County, OH
CN3910900000000,39,109,2018,"53,197","51,115","2,082",3.9,Miami County, OH
CN3911100000000,39,111,2018,"5,169","4,766",403,7.8,Monroe County, OH
CN3911300000000,39,113,2018,"250,717","239,367","11,350",4.5,Montgomery County, OH
CN3911500000000,39,115,2018,"6,676","6,273",403,6,Morgan County, OH
CN3911700000000,39,117,2018,"16,734","15,974",760,4.5,Morrow County, OH
CN3911900000000,39,119,2018,"39,379","37,287","2,092",5.3,Muskingum County, OH
CN3912100000000,39,121,2018,"4,743","4,425",318,6.7,Noble County, OH
CN3912300000000,39,123,2018,"20,986","19,663","1,323",6.3,Ottawa County, OH
CN3912500000000,39,125,2018,"8,708","8,350",358,4.1,Paulding County, OH
CN3912700000000,39,127,2018,"15,880","14,996",884,5.6,Perry County, OH
CN3912900000000,39,129,2018,"26,268","25,145","1,123",4.3,Pickaway County, OH
CN3913100000000,39,131,2018,"10,817","10,109",708,6.5,Pike County, OH
CN3913300000000,39,133,2018,"86,523","82,560","3,963",4.6,Portage County, OH
CN3913500000000,39,135,2018,"21,138","20,275",863,4.1,Preble County, OH
CN3913700000000,39,137,2018,"18,615","17,988",627,3.4,Putnam County, OH
CN3913900000000,39,139,2018,"52,743","50,160","2,583",4.9,Richland County, OH
CN3914100000000,39,141,2018,"34,678","33,100","1,578",4.6,Ross County, OH
CN3914300000000,39,143,2018,"30,748","29,352","1,396",4.5,Sandusky County, OH
CN3914500000000,39,145,2018,"28,964","27,007","1,957",6.8,Scioto County, OH
CN3914700000000,39,147,2018,"27,129","25,936","1,193",4.4,Seneca County, OH
CN3914900000000,39,149,2018,"23,906","23,007",899,3.8,Shelby County, OH
CN3915100000000,39,151,2018,"186,227","177,087","9,140",4.9,Stark County, OH
CN3915300000000,39,153,2018,"270,717","258,083","12,634",4.7,Summit County, OH
CN3915500000000,39,155,2018,"87,662","82,193","5,469",6.2,Trumbull County, OH
CN3915700000000,39,157,2018,"44,390","42,360","2,030",4.6,Tuscarawas County, OH
CN3915900000000,39,159,2018,"28,329","27,349",980,3.5,Union County, OH
CN3916100000000,39,161,2018,"14,362","13,856",506,3.5,Van Wert County, OH
CN3916300000000,39,163,2018,"5,454","5,114",340,6.2,Vinton County, OH
CN3916500000000,39,165,2018,"116,814","112,310","4,504",3.9,Warren County, OH
CN3916700000000,39,167,2018,"27,011","25,489","1,522",5.6,Washington County, OH
CN3916900000000,39,169,2018,"60,780","58,582","2,198",3.6,Wayne County, OH
CN3917100000000,39,171,2018,"18,898","18,214",684,3.6,Williams County, OH
CN3917300000000,39,173,2018,"70,361","67,518","2,843",4,Wood County, OH
CN3917500000000,39,175,2018,"12,693","12,283",410,3.2,Wyandot County, OH
CN4000100000000,40,1,2018,"8,151","7,811",340,4.2,Adair County, OK
CN4000300000000,40,3,2018,"2,940","2,876",64,2.2,Alfalfa County, OK
CN4000500000000,40,5,2018,"5,121","4,910",211,4.1,Atoka County, OK
CN4000700000000,40,7,2018,"2,958","2,898",60,2,Beaver County, OK
CN4000900000000,40,9,2018,"11,352","11,056",296,2.6,Beckham County, OK
CN4001100000000,40,11,2018,"4,428","4,338",90,2,Blaine County, OK
CN4001300000000,40,13,2018,"21,001","20,343",658,3.1,Bryan County, OK
CN4001500000000,40,15,2018,"12,201","11,766",435,3.6,Caddo County, OK
CN4001700000000,40,17,2018,"72,033","70,030","2,003",2.8,Canadian County, OK
CN4001900000000,40,19,2018,"22,149","21,371",778,3.5,Carter County, OK
CN4002100000000,40,21,2018,"18,796","18,001",795,4.2,Cherokee County, OK
CN4002300000000,40,23,2018,"5,756","5,470",286,5,Choctaw County, OK
CN4002500000000,40,25,2018,"1,386","1,360",26,1.9,Cimarron County, OK
CN4002700000000,40,27,2018,"142,102","138,014","4,088",2.9,Cleveland County, OK
CN4002900000000,40,29,2018,"2,278","2,191",87,3.8,Coal County, OK
CN4003100000000,40,31,2018,"48,566","46,668","1,898",3.9,Comanche County, OK
CN4003300000000,40,33,2018,"2,748","2,662",86,3.1,Cotton County, OK
CN4003500000000,40,35,2018,"6,115","5,904",211,3.5,Craig County, OK
CN4003700000000,40,37,2018,"31,623","30,419","1,204",3.8,Creek County, OK
CN4003900000000,40,39,2018,"15,694","15,315",379,2.4,Custer County, OK
CN4004100000000,40,41,2018,"18,065","17,360",705,3.9,Delaware County, OK
CN4004300000000,40,43,2018,"2,778","2,725",53,1.9,Dewey County, OK
CN4004500000000,40,45,2018,"2,207","2,159",48,2.2,Ellis County, OK
CN4004700000000,40,47,2018,"27,330","26,498",832,3,Garfield County, OK
CN4004900000000,40,49,2018,"12,710","12,293",417,3.3,Garvin County, OK
CN4005100000000,40,51,2018,"26,292","25,489",803,3.1,Grady County, OK
CN4005300000000,40,53,2018,"2,742","2,685",57,2.1,Grant County, OK
CN4005500000000,40,55,2018,"1,964","1,886",78,4,Greer County, OK
CN4005700000000,40,57,2018,"1,200","1,165",35,2.9,Harmon County, OK
CN4005900000000,40,59,2018,"1,800","1,759",41,2.3,Harper County, OK
CN4006100000000,40,61,2018,"4,222","4,007",215,5.1,Haskell County, OK
CN4006300000000,40,63,2018,"5,366","5,142",224,4.2,Hughes County, OK
CN4006500000000,40,65,2018,"10,724","10,397",327,3,Jackson County, OK
CN4006700000000,40,67,2018,"2,570","2,482",88,3.4,Jefferson County, OK
CN4006900000000,40,69,2018,"5,319","5,165",154,2.9,Johnston County, OK
CN4007100000000,40,71,2018,"18,989","18,103",886,4.7,Kay County, OK
CN4007300000000,40,73,2018,"8,888","8,701",187,2.1,Kingfisher County, OK
CN4007500000000,40,75,2018,"3,526","3,377",149,4.2,Kiowa County, OK
CN4007700000000,40,77,2018,"3,219","3,026",193,6,Latimer County, OK
CN4007900000000,40,79,2018,"19,120","18,240",880,4.6,Le Flore County, OK
CN4008100000000,40,81,2018,"15,952","15,393",559,3.5,Lincoln County, OK
CN4008300000000,40,83,2018,"21,953","21,290",663,3,Logan County, OK
CN4008500000000,40,85,2018,"6,451","6,314",137,2.1,Love County, OK
CN4008700000000,40,87,2018,"19,424","18,887",537,2.8,McClain County, OK
CN4008900000000,40,89,2018,"14,211","13,435",776,5.5,McCurtain County, OK
CN4009100000000,40,91,2018,"6,865","6,463",402,5.9,McIntosh County, OK
CN4009300000000,40,93,2018,"4,005","3,920",85,2.1,Major County, OK
CN4009500000000,40,95,2018,"6,705","6,453",252,3.8,Marshall County, OK
CN4009700000000,40,97,2018,"19,694","19,028",666,3.4,Mayes County, OK
CN4009900000000,40,99,2018,"6,525","6,338",187,2.9,Murray County, OK
CN4010100000000,40,101,2018,"29,238","28,057","1,181",4,Muskogee County, OK
CN4010300000000,40,103,2018,"5,742","5,593",149,2.6,Noble County, OK
CN4010500000000,40,105,2018,"4,633","4,439",194,4.2,Nowata County, OK
CN4010700000000,40,107,2018,"4,459","4,246",213,4.8,Okfuskee County, OK
CN4010900000000,40,109,2018,"383,860","371,240","12,620",3.3,Oklahoma County, OK
CN4011100000000,40,111,2018,"15,918","15,142",776,4.9,Okmulgee County, OK
CN4011300000000,40,113,2018,"20,848","19,957",891,4.3,Osage County, OK
CN4011500000000,40,115,2018,"14,389","13,891",498,3.5,Ottawa County, OK
CN4011700000000,40,117,2018,"7,411","7,105",306,4.1,Pawnee County, OK
CN4011900000000,40,119,2018,"38,700","37,565","1,135",2.9,Payne County, OK
CN4012100000000,40,121,2018,"17,838","17,145",693,3.9,Pittsburg County, OK
CN4012300000000,40,123,2018,"18,656","18,082",574,3.1,Pontotoc County, OK
CN4012500000000,40,125,2018,"32,624","31,421","1,203",3.7,Pottawatomie County, OK
CN4012700000000,40,127,2018,"4,517","4,284",233,5.2,Pushmataha County, OK
CN4012900000000,40,129,2018,"1,879","1,834",45,2.4,Roger Mills County, OK
CN4013100000000,40,131,2018,"44,792","43,309","1,483",3.3,Rogers County, OK
CN4013300000000,40,133,2018,"9,514","9,063",451,4.7,Seminole County, OK
CN4013500000000,40,135,2018,"16,406","15,699",707,4.3,Sequoyah County, OK
CN4013700000000,40,137,2018,"18,519","17,789",730,3.9,Stephens County, OK
CN4013900000000,40,139,2018,"9,145","8,893",252,2.8,Texas County, OK
CN4014100000000,40,141,2018,"3,105","2,989",116,3.7,Tillman County, OK
CN4014300000000,40,143,2018,"322,030","311,265","10,765",3.3,Tulsa County, OK
CN4014500000000,40,145,2018,"37,252","36,008","1,244",3.3,Wagoner County, OK
CN4014700000000,40,147,2018,"23,014","22,117",897,3.9,Washington County, OK
CN4014900000000,40,149,2018,"5,255","5,094",161,3.1,Washita County, OK
CN4015100000000,40,151,2018,"4,632","4,532",100,2.2,Woods County, OK
CN4015300000000,40,153,2018,"9,286","9,030",256,2.8,Woodward County, OK
CN4100100000000,41,1,2018,"6,976","6,593",383,5.5,Baker County, OR
CN4100300000000,41,3,2018,"48,345","46,810","1,535",3.2,Benton County, OR
CN4100500000000,41,5,2018,"218,998","210,750","8,248",3.8,Clackamas County, OR
CN4100700000000,41,7,2018,"19,344","18,549",795,4.1,Clatsop County, OR
CN4100900000000,41,9,2018,"24,387","23,148","1,239",5.1,Columbia County, OR
CN4101100000000,41,11,2018,"26,460","25,027","1,433",5.4,Coos County, OR
CN4101300000000,41,13,2018,"9,464","8,898",566,6,Crook County, OR
CN4101500000000,41,15,2018,"8,948","8,399",549,6.1,Curry County, OR
CN4101700000000,41,17,2018,"95,367","91,347","4,020",4.2,Deschutes County, OR
CN4101900000000,41,19,2018,"46,374","43,869","2,505",5.4,Douglas County, OR
CN4102100000000,41,21,2018,844,811,33,3.9,Gilliam County, OR
CN4102300000000,41,23,2018,"3,099","2,874",225,7.3,Grant County, OR
CN4102500000000,41,25,2018,"3,417","3,205",212,6.2,Harney County, OR
CN4102700000000,41,27,2018,"14,533","14,048",485,3.3,Hood River County, OR
CN4102900000000,41,29,2018,"104,763","99,740","5,023",4.8,Jackson County, OR
CN4103100000000,41,31,2018,"10,241","9,682",559,5.5,Jefferson County, OR
CN4103300000000,41,33,2018,"35,929","33,939","1,990",5.5,Josephine County, OR
CN4103500000000,41,35,2018,"29,499","27,602","1,897",6.4,Klamath County, OR
CN4103700000000,41,37,2018,"3,496","3,296",200,5.7,Lake County, OR
CN4103900000000,41,39,2018,"181,761","173,596","8,165",4.5,Lane County, OR
CN4104100000000,41,41,2018,"21,215","20,184","1,031",4.9,Lincoln County, OR
CN4104300000000,41,43,2018,"58,551","55,780","2,771",4.7,Linn County, OR
CN4104500000000,41,45,2018,"12,493","11,918",575,4.6,Malheur County, OR
CN4104700000000,41,47,2018,"161,676","154,716","6,960",4.3,Marion County, OR
CN4104900000000,41,49,2018,"5,732","5,484",248,4.3,Morrow County, OR
